"term","category","weight"
"blink","AGE","35.1940171988"
"silver","AGE","-23.9274596083"
"represents","AGE","-82.3236855841"
"ruth","AGE","91.7349079825"
"debut","AGE","13.7949005577"
"crops","AGE","232.677193566"
"arrow","AGE","107.934200096"
"addicted","AGE","-34.5049769097"
"volcano","AGE","111.731667061"
"financial","AGE","77.8277823508"
"snakes","AGE","76.4436138396"
"series","AGE","0.188534578682"
"turnin","AGE","-30.7709668209"
"allah","AGE","-134.751901751"
"spider","AGE","-212.797985965"
"dubstep","AGE","-94.9295041338"
"we'd","AGE","-19.5245013916"
"2day","AGE","13.3668286054"
"ring","AGE","-96.2605671231"
"whip","AGE","130.814774881"
"rt","AGE","44.7603584622"
"rs","AGE","-196.28091382"
"refrigerator","AGE","114.209200519"
"sms","AGE","-384.211928872"
"mason","AGE","50.8966810777"
"rd","AGE","90.2925415393"
"re","AGE","211.813810357"
"encourage","AGE","-141.636575784"
"ra","AGE","-26.9764232342"
"smh","AGE","-240.067017562"
"ro","AGE","180.728149988"
"foundation","AGE","-77.1474453303"
"assured","AGE","194.35943486"
"threatened","AGE","69.3953386098"
"kayla","AGE","-72.8733779316"
"necessarily","AGE","288.934663429"
"sandra","AGE","70.3874019538"
"sheet","AGE","-77.6622225538"
"metallica","AGE","-86.4893758363"
"enormous","AGE","84.1801609959"
"ate","AGE","-199.23767323"
"ata","AGE","-44.4339624352"
"atl","AGE","-46.365600789"
"atm","AGE","-169.221263607"
"ups","AGE","-67.5309219635"
"att","AGE","125.538799462"
"musicians","AGE","65.1246077931"
"today's","AGE","208.132156273"
"kingdom","AGE","-11.9792603092"
"9pm","AGE","34.5572809802"
"veggie","AGE","-23.7591211421"
"channels","AGE","99.1612986948"
"wash","AGE","14.7719572205"
"spinning","AGE","61.0224259085"
"kfc","AGE","-53.8219037779"
"clarity","AGE","80.0760209441"
"bitten","AGE","-4.83325283984"
"olds","AGE","-107.865041582"
"basketball","AGE","38.2087078168"
"service","AGE","109.111701653"
"lego","AGE","-11.3080912572"
"engagement","AGE","-3.4261530761"
"tango","AGE","153.210278355"
"needed","AGE","90.6321186121"
"master","AGE","219.536499845"
"listed","AGE","76.2976018122"
"nlng","AGE","-50.2154700403"
"gilbert","AGE","11.7462589837"
"legs","AGE","-142.814209528"
"bitter","AGE","-149.483890064"
"listen","AGE","-61.4844738631"
"rewards","AGE","221.871935602"
"collapse","AGE","29.7954132274"
"kno","AGE","-32.2711280662"
"cocktails","AGE","-31.5861333883"
"bounty","AGE","-53.9152265973"
"wisdom","AGE","-13.3227251132"
"nirvana","AGE","-165.85415027"
"predictable","AGE","-55.0027745543"
"crawl","AGE","-61.9506434465"
"positively","AGE","56.3265456523"
"trek","AGE","185.877173925"
"showed","AGE","-5.47986983507"
"coward","AGE","-29.3524876972"
"tree","AGE","-92.599173594"
"rusty","AGE","57.2296088804"
"nations","AGE","49.0871833928"
"project","AGE","-24.9405548695"
"pneumonia","AGE","222.018785551"
"idle","AGE","5.83756963694"
"sheen","AGE","84.1043521966"
"tres","AGE","7.99615466984"
"feeling","AGE","-38.6014542319"
"este","AGE","-41.2948610103"
"esta","AGE","96.9896369515"
"runner","AGE","-25.6593641084"
"boston","AGE","-1.2160251402"
"corny","AGE","-94.4765880973"
"picks","AGE","-99.0105079793"
"dozen","AGE","262.728049167"
"kayo","AGE","-86.2929713479"
"affairs","AGE","-47.6474325552"
"person","AGE","-85.5919730374"
"responsible","AGE","291.827333024"
"kaya","AGE","76.1751279542"
"recommended","AGE","130.68628749"
"causing","AGE","-198.297587843"
"amusing","AGE","-150.848602662"
"doors","AGE","-91.8744177049"
"hum","AGE","148.937934142"
"hurtful","AGE","64.9105156825"
"shall","AGE","-242.956780799"
"thrilled","AGE","398.508715355"
"screwing","AGE","-22.8702431252"
"doin","AGE","23.8772188478"
"object","AGE","-29.4227436777"
"wells","AGE","130.095532389"
"victoria","AGE","155.929799506"
"y","AGE","11.1097938122"
"mouth","AGE","59.2438246358"
"addict","AGE","-67.0204240348"
"letter","AGE","-136.77763023"
"organization","AGE","-211.55080662"
"kailangan","AGE","-69.1490530077"
"macbook","AGE","-31.8292745428"
"thriller","AGE","-64.9806838064"
"laughing","AGE","-171.561451734"
"hut","AGE","-196.591565802"
"singer","AGE","-102.962425078"
"episode","AGE","-115.325767259"
"released","AGE","-120.212227799"
"grove","AGE","-17.2629514539"
"professor","AGE","-179.855111824"
"camp","AGE","-354.063104928"
"everythin","AGE","75.8896865651"
"tech","AGE","-70.1495800137"
"scream","AGE","-128.299487826"
"came","AGE","-64.9237836074"
"marvel","AGE","42.0497506958"
"saying","AGE","-99.354468851"
"boogie","AGE","43.6696879289"
"bomb","AGE","-132.330144802"
"tequila","AGE","142.504057699"
"teresa","AGE","42.9505488535"
"participate","AGE","33.5719879999"
"tempted","AGE","48.4080794971"
"lessons","AGE","37.9814238986"
"orleans","AGE","60.1649879985"
"touches","AGE","-42.0843688596"
"busy","AGE","-1.59254402309"
"layout","AGE","-177.018304168"
"louise","AGE","-42.3123047783"
"ment","AGE","-124.911518763"
"cousins","AGE","-172.164391303"
"baby's","AGE","-36.8302788838"
"bust","AGE","-125.515793919"
"than","AGE","-6.75550685461"
"rihanna","AGE","38.8274661332"
"rico","AGE","67.2030428415"
"theme","AGE","-112.893111696"
"bliss","AGE","223.759748389"
"rick","AGE","253.73607246"
"rich","AGE","121.104070233"
"mend","AGE","212.744592383"
"rice","AGE","-47.0862431871"
"plate","AGE","74.027404709"
"honda","AGE","-27.0218868434"
"psychiatric","AGE","-35.0342208783"
"pocket","AGE","-54.7051964582"
"midterms","AGE","-24.0860780152"
"net","AGE","-143.005406636"
"lmao","AGE","122.410790067"
"greens","AGE","52.4056604171"
"nicely","AGE","-16.9776724863"
"tights","AGE","-57.3536968211"
"patch","AGE","-15.1780348718"
"avenged","AGE","-32.679094401"
"piggy","AGE","-43.4857262649"
"release","AGE","-43.6661859155"
"respond","AGE","-32.6233387573"
"blew","AGE","55.3604555075"
"mandatory","AGE","-51.4451090305"
"disaster","AGE","223.90522466"
"fair","AGE","20.6112283693"
"unexpectedly","AGE","-7.38175964255"
"goodnight","AGE","-170.697669361"
"sparkling","AGE","9.71440631961"
"result","AGE","229.445579292"
"fail","AGE","-35.3354947644"
"bagay","AGE","-79.5762441869"
"hammer","AGE","-0.685778556361"
"bleh","AGE","-13.6940798804"
"best","AGE","-121.770239231"
"moron","AGE","30.8587531185"
"lots","AGE","265.795634742"
"rings","AGE","-135.834666333"
"score","AGE","-63.1747184885"
"melissa","AGE","90.0706657581"
"yogurt","AGE","-6.98674050382"
"pirate","AGE","-74.7164643503"
"discipline","AGE","61.9870144439"
"men","AGE","35.0950701594"
"extend","AGE","-67.0798102926"
"nature","AGE","-1.8753585747"
"rolled","AGE","75.7328523639"
"smelled","AGE","-70.9771486933"
"fruits","AGE","-55.9741468252"
"rides","AGE","-11.7110906105"
"wtf","AGE","81.5456515098"
"wth","AGE","134.714663151"
"debt","AGE","78.9769310004"
"havnt","AGE","-142.830999875"
"roller","AGE","0.0904900684435"
"pity","AGE","29.8528705531"
"accident","AGE","-21.9577537459"
"sacrificing","AGE","-54.529946246"
"reported","AGE","210.070835065"
"country","AGE","-76.2661249183"
"heating","AGE","282.870679462"
"edgar","AGE","2.89673690669"
"planned","AGE","-261.613505343"
"lookin","AGE","-179.270069623"
"logic","AGE","-94.5267739104"
"dora","AGE","-165.982645209"
"login","AGE","12.6805991391"
"argue","AGE","-46.1045434139"
"asked","AGE","101.015834985"
"30th","AGE","-63.5062635998"
"vain","AGE","-30.5215832901"
"waaay","AGE","-0.335098371354"
"2nd","AGE","-150.545159921"
"102","AGE","-43.7180251846"
"canyon","AGE","-29.8308664897"
"niya","AGE","-130.803296361"
"pregnancy","AGE","-193.13110417"
"diff","AGE","-30.1138155063"
"blonde","AGE","57.4210527716"
"truthful","AGE","-16.7111048035"
"cardboard","AGE","-63.6416939836"
"source","AGE","3.85822076258"
"chrome","AGE","-137.17189252"
"fri","AGE","268.210562683"
"fro","AGE","24.5238552853"
"frm","AGE","-49.5812092654"
".","AGE","1.47983570656"
"twain","AGE","215.943329524"
"much","AGE","15.4972591331"
"stadium","AGE","-14.7738774526"
"privilege","AGE","69.6246998928"
"fry","AGE","-26.4303284788"
"jackass","AGE","-51.0550647209"
"ann","AGE","50.3926530313"
"dots","AGE","18.5155946013"
"life","AGE","-1.86375222627"
"sydney","AGE","-43.1258766"
"spit","AGE","88.4087055882"
"eastern","AGE","110.267440465"
"worker","AGE","33.2536792888"
"ani","AGE","49.8113395728"
"dave","AGE","319.266364668"
"lift","AGE","116.364624629"
"chile","AGE","45.9805477932"
"child","AGE","40.6925707762"
"chili","AGE","155.228011781"
"haters","AGE","108.830433968"
"spin","AGE","32.7531516356"
"cum","AGE","57.7275586203"
"cunt","AGE","-127.591748136"
"chill","AGE","108.038671151"
"linkin","AGE","13.7680684447"
"ada","AGE","150.196573636"
"tanning","AGE","111.69131321"
"flooding","AGE","131.382626472"
"remembering","AGE","466.925230309"
"bin","AGE","-83.6293651975"
"played","AGE","-23.9374205486"
"player","AGE","-12.726799671"
"v-day","AGE","-124.537933977"
"violin","AGE","-165.685693899"
"ignoring","AGE","124.391659738"
"darkhorse","AGE","211.627052921"
"trusted","AGE","70.2401421684"
"memorial","AGE","322.66835956"
"thingy","AGE","-155.876531222"
"things","AGE","-95.8457229058"
"toaster","AGE","-53.7815053968"
"craigslist","AGE","37.5627948983"
"split","AGE","20.0962635914"
"babies","AGE","-126.786990486"
"european","AGE","-105.019770252"
"fairly","AGE","-45.4524267177"
"boiled","AGE","-26.9285279966"
"superstitious","AGE","123.055438038"
"tops","AGE","89.9674037629"
"supper","AGE","309.845359355"
"tuna","AGE","36.892832874"
"cocoa","AGE","-84.0942423282"
"lucas","AGE","-5.62646994366"
"_________","AGE","-39.7073678455"
"academic","AGE","-88.5358265813"
"nachos","AGE","-6.1692091589"
"corporate","AGE","91.2364695078"
"opinions","AGE","-159.333457145"
"cam","AGE","48.3314058087"
"givin","AGE","-14.9673480136"
"sleepy","AGE","-157.685614087"
"terrorist","AGE","-78.9987655482"
"disguise","AGE","-140.786738154"
"birmingham","AGE","-58.0214020404"
"waht","AGE","-53.5718420994"
"rushing","AGE","-12.9443793466"
"previous","AGE","-22.8474767302"
"hah","AGE","30.0257081237"
"hai","AGE","-90.5004957744"
"hal","AGE","-23.8144451744"
"ham","AGE","114.701668823"
"han","AGE","-185.762177942"
"phillips","AGE","15.1649995587"
"haa","AGE","-51.176641436"
"ease","AGE","-84.2694085842"
"had","AGE","7.45002526564"
"hay","AGE","131.024562807"
"haz","AGE","91.0101369986"
"innocent","AGE","-241.40105826"
"prison","AGE","95.9427998246"
"har","AGE","-53.1286874535"
"has","AGE","-53.1076972601"
"hat","AGE","-84.1308197542"
"hav","AGE","-80.2275675757"
"survival","AGE","-47.392528439"
"possible","AGE","-105.626705896"
"awhile","AGE","202.723754235"
"possibly","AGE","-213.217857555"
"rocket","AGE","2.68729787004"
"birth","AGE","300.447707561"
"shadow","AGE","-17.1399196158"
"unique","AGE","-154.214777"
"6:00","AGE","148.805050491"
"12:30","AGE","-194.487908429"
"desire","AGE","16.1574607259"
"brought","AGE","-88.8831536167"
"bobby","AGE","94.8528183758"
"seek","AGE","63.921357259"
"alice","AGE","1.99080438191"
"steph","AGE","-87.68864252"
"remind","AGE","23.3891716433"
"festivities","AGE","-41.3455039421"
"steps","AGE","4.19166992557"
"battlefield","AGE","-125.962312536"
"right","AGE","30.5022826681"
"old","AGE","317.839248958"
"ole","AGE","254.470730074"
"crowd","AGE","-144.790168446"
"people","AGE","-145.842942948"
"creed","AGE","47.596251081"
"crown","AGE","-40.8523652101"
"creep","AGE","-35.2929130707"
"enemies","AGE","-391.515237829"
"cocaine","AGE","-54.0043278255"
"for","AGE","14.2339191817"
"bottom","AGE","91.2385851272"
"pregnant","AGE","-536.821187889"
"fox","AGE","-125.522774771"
"creative","AGE","171.352554563"
"witty","AGE","-31.8514143779"
"foe","AGE","-81.9782327868"
"fog","AGE","355.413339708"
"treadmill","AGE","201.830783095"
"umm","AGE","-153.881348712"
"foo","AGE","-46.9716559219"
"completly","AGE","-95.2397360405"
"shakes","AGE","-36.2515068086"
"rep","AGE","-87.6306112009"
"betrayal","AGE","-19.6342210469"
"dental","AGE","46.4689693961"
"trampoline","AGE","-30.5555185539"
"starring","AGE","-43.5287446884"
"losing","AGE","193.411556995"
"memorable","AGE","-38.4557367541"
"shaken","AGE","47.4562809494"
"=d","AGE","-56.8398758508"
"filipino","AGE","-91.4600358257"
"visitors","AGE","-26.8573652649"
"dyin","AGE","-33.7604588921"
"gaze","AGE","-67.5364338596"
"dollars","AGE","-317.59891247"
"citizens","AGE","142.961166694"
"o","AGE","78.6759019577"
"despair","AGE","17.4508417191"
"stoked","AGE","-200.814229807"
"observation","AGE","297.005672404"
"slightly","AGE","-312.712253741"
"ffs","AGE","47.8939844841"
"raised","AGE","199.587774591"
"sob","AGE","-38.7487290528"
"statements","AGE","42.0008980952"
"marshall","AGE","12.3056481186"
"som","AGE","119.477211019"
"sol","AGE","-43.2879781444"
"soo","AGE","-27.2929928668"
"son","AGE","928.76594625"
"thankful","AGE","168.460671882"
"sos","AGE","-77.192530939"
"soy","AGE","-140.909983332"
"sox","AGE","-75.6482382796"
"shoots","AGE","83.82782342"
"fabric","AGE","88.2052317218"
"waits","AGE","-46.9798548125"
"support","AGE","30.1251469174"
"constantly","AGE","-266.16215705"
"nova","AGE","70.5296264845"
"raped","AGE","-79.112559438"
"joseph","AGE","81.5986352554"
"boy's","AGE","-67.2496779231"
"greatness","AGE","-96.6122518472"
"jane","AGE","-6.25871988191"
"definatly","AGE","-171.92728751"
"tnx","AGE","-56.3974322403"
"halls","AGE","-51.6414520333"
"happy","AGE","76.1328495189"
"offer","AGE","66.9963701173"
"tama","AGE","-138.649596314"
"tigers","AGE","-89.8088847052"
"grrrrrrr","AGE","90.5027364217"
"notifications","AGE","-92.1318374737"
"talents","AGE","-43.95187575"
"wakas","AGE","-14.2834263139"
"congratulations","AGE","117.906416957"
"calc","AGE","88.8677329305"
"airbender","AGE","-63.7323732149"
"else's","AGE","-30.2197435708"
"inside","AGE","-19.7707591843"
"talaga","AGE","1.76790930549"
"complications","AGE","81.2761706438"
"lays","AGE","-80.747221387"
"istlef","AGE","-21.0036164299"
"smashed","AGE","94.619068481"
"palm","AGE","50.3711815994"
"passenger","AGE","-6.45565642197"
"later","AGE","68.7973971889"
"liberal","AGE","-11.4488756398"
"minaj","AGE","-69.0041748925"
"tournament","AGE","209.796865816"
"textbook","AGE","-126.229593925"
"crumble","AGE","-65.1441845516"
"meron","AGE","80.0873128416"
"proves","AGE","-72.1136525378"
"exist","AGE","-143.318658389"
"accounting","AGE","-210.075894797"
"mrs","AGE","-256.107499479"
"dealer","AGE","198.678879325"
"cassie","AGE","41.6600751529"
"crutches","AGE","70.5577432102"
"ehhh","AGE","-73.2379576937"
"relay","AGE","-57.564207617"
"floor","AGE","51.6041323148"
"sheesh","AGE","111.622553257"
"actor","AGE","198.061757483"
"flood","AGE","74.8529297105"
"youand","AGE","-93.3617709459"
"role","AGE","-121.411276205"
"becuase","AGE","-235.656492551"
"smell","AGE","31.2998414529"
"roll","AGE","128.589273011"
"intend","AGE","127.324624774"
"models","AGE","76.0051032"
"hols","AGE","152.55295671"
"stealing","AGE","54.9547089052"
"muslims","AGE","-59.9278434959"
"intent","AGE","167.660320552"
"smelling","AGE","42.3325021794"
"rolling","AGE","100.599222303"
"nxt","AGE","-119.764924248"
"98","AGE","47.3542682829"
"bball","AGE","-11.4662452169"
"ren","AGE","-33.2066834644"
"time","AGE","3.3325461249"
"push","AGE","3.4949120877"
"puso","AGE","62.4400935818"
"gown","AGE","-22.4168650207"
":/","AGE","32.7411364281"
":(","AGE","-18.5370368823"
":)","AGE","-25.13323692"
"corps","AGE","-70.3245384826"
"whoever","AGE","-235.225949223"
"hangovers","AGE","-83.2938651037"
":<","AGE","6.95163015324"
"theaters","AGE","-79.6236782772"
"skate","AGE","-113.842040613"
"::","AGE","-17.1262477494"
"skiing","AGE","-178.477814901"
"chair","AGE","344.157887681"
"hole","AGE","-39.0270261774"
"vet","AGE","192.20116718"
"hold","AGE","102.607730113"
"ver","AGE","-38.0881978144"
"happpy","AGE","30.5436374071"
"unpack","AGE","27.6078954781"
"vez","AGE","-38.9773169993"
"hola","AGE","-6.75750883055"
"96","AGE","-8.53808345794"
"veterans","AGE","233.357905207"
"downloading","AGE","-27.9642046583"
"icing","AGE","21.9466993977"
"jerk","AGE","35.2110487787"
":d","AGE","-29.9658122777"
"cheap","AGE","-20.5463503403"
"choice","AGE","192.290088554"
":|","AGE","-20.8540163317"
":}","AGE","-49.2334509134"
"gloomy","AGE","5.62774448691"
":x","AGE","-62.900531892"
"stays","AGE","-20.7868969642"
"fullest","AGE","-236.854712065"
":p","AGE","-36.1067580224"
"w00t","AGE","-194.877447891"
"minute","AGE","111.880712047"
"cooks","AGE","6.02426146901"
"tear","AGE","-269.759066194"
":@","AGE","-18.6910694061"
"invade","AGE","25.4699583031"
"leave","AGE","-119.188370684"
"solved","AGE","-47.2054218606"
"settle","AGE","102.730493923"
"elsewhere","AGE","196.155286385"
"subway","AGE","-181.532687847"
"hittin","AGE","-71.0054584129"
"team","AGE","-123.358119484"
"loads","AGE","29.361797669"
"son's","AGE","505.794164098"
"unaware","AGE","-46.4053081418"
"prevent","AGE","-85.6777494158"
"spiritual","AGE","603.163082988"
"droid","AGE","4.59018771554"
"insignificant","AGE","-55.7060707761"
"attic","AGE","73.8905922345"
"sigh","AGE","-22.5964567203"
"prediction","AGE","48.5472015783"
"steaks","AGE","200.739777534"
"shirts","AGE","56.547234685"
"celebrated","AGE","181.711421239"
"melt","AGE","0.290084865533"
"current","AGE","-50.5076144306"
"300","AGE","-157.761827828"
"freaks","AGE","43.504677038"
"falling","AGE","-76.3617014275"
"crashing","AGE","-142.532274615"
"freaky","AGE","17.0230826333"
"jury","AGE","376.261754015"
"grandparents","AGE","-478.172618558"
"funeral","AGE","258.121103463"
"understanding","AGE","258.836904402"
"snack","AGE","-158.730039237"
"yards","AGE","13.5042030688"
"address","AGE","-36.5658302198"
"alone","AGE","-55.1027227377"
"along","AGE","-113.715806087"
"='(","AGE","-3.20999220281"
"redemption","AGE","-208.397882685"
"brilliant","AGE","134.81750295"
"studied","AGE","40.0305791605"
"wherever","AGE","-3.5344218335"
"example","AGE","-127.158139225"
"accomplished","AGE","-108.258881835"
"studies","AGE","-354.789945955"
"tasks","AGE","-18.7457849087"
"love","AGE","7.58172487544"
"prefer","AGE","-6.81333174795"
"logical","AGE","-171.808972119"
"bloody","AGE","198.019521139"
"marvelous","AGE","-24.3352767561"
"fake","AGE","-222.542536518"
"sky","AGE","-247.236744466"
"working","AGE","56.9910349799"
"homesick","AGE","-4.67867173259"
"positive","AGE","353.086703467"
"angry","AGE","-220.173914834"
"opposed","AGE","57.5571917318"
"wondering","AGE","386.823942651"
"films","AGE","65.6728143217"
"wicked","AGE","181.18632546"
"scratched","AGE","-40.8406596495"
"introducing","AGE","-99.6112703229"
"afford","AGE","461.539090423"
"claus","AGE","81.1852968033"
"oregon","AGE","101.870061372"
"sierra","AGE","76.5556614828"
"visual","AGE","71.7422091259"
"everywhere","AGE","82.6408132508"
"virtue","AGE","86.617541727"
"lalalala","AGE","5.18953472868"
"easiest","AGE","-0.600595236124"
"behalf","AGE","-13.0669479475"
"involve","AGE","-61.2758021804"
"deserved","AGE","-24.1314592014"
"originally","AGE","77.795791041"
"pretend","AGE","-3.59243207412"
"believer","AGE","89.5694045939"
"believes","AGE","227.53990059"
"printing","AGE","-64.7159274174"
"values","AGE","46.5086936322"
"following","AGE","-67.5340991766"
"mirrors","AGE","-20.1356436133"
"frogs","AGE","100.773514178"
"muah","AGE","3.54500776933"
"awesome","AGE","-97.7127804171"
"nascar","AGE","184.870217858"
"locks","AGE","-23.9778411096"
"oatmeal","AGE","142.454963636"
"hides","AGE","-13.8000355774"
"allowed","AGE","176.255558857"
"offense","AGE","-55.3334640456"
"stole","AGE","-39.4551935675"
"listens","AGE","-130.566285031"
"winter","AGE","273.523229552"
"divided","AGE","45.5520520178"
"poking","AGE","109.368242101"
"thanking","AGE","-38.243357999"
"immune","AGE","-19.0578340596"
"vancouver","AGE","-28.1859962278"
"elephant","AGE","-48.2497193886"
"haveing","AGE","-118.041548787"
"coleman","AGE","-134.440278743"
"t-shirts","AGE","-91.9237464853"
"laundry","AGE","8.39344557605"
"explorer","AGE","-66.6034850688"
"blasting","AGE","-109.71100747"
"spot","AGE","116.312442083"
"dats","AGE","93.1994250988"
"latte","AGE","98.9935518346"
"applications","AGE","-17.1166729009"
"date","AGE","-20.936056041"
"such","AGE","-164.032277274"
"suck","AGE","78.2872772583"
"dove","AGE","-23.7282355433"
"stress","AGE","-0.903753780145"
"surfing","AGE","-2.61007375283"
"natural","AGE","-95.188216023"
"conscious","AGE","417.815629545"
"ss","AGE","-102.3651209"
"sr","AGE","82.2358704656"
"sp","AGE","-49.4412854976"
"baka","AGE","46.7587606187"
"su","AGE","-32.0174856692"
"st","AGE","239.866158845"
"hon","AGE","49.7847931844"
"si","AGE","4.09471899234"
"sh","AGE","12.1721579203"
"so","AGE","-71.8277789877"
"sn","AGE","-104.970547528"
"sm","AGE","-39.403264994"
